eu_code,tên sản phẩm,annex1_legal_ref,hs6 hiện tại,đánh giá,mã HS6 đúng đề xuất (nếu sai/ngờ),lý do + nguồn dẫn,hs6_current_desc,hs6_proposed_desc,source_concordance_url,source_hs2012_url,source_annex1_url,original_annex1_group,original_note
840990,Others (2),0840990 Others ( 2 ),091011,SAI,091099,"Others in root/rhizome spices không phải ginger 091011; dùng 091099. Nguồn EU/loài: 0840990 Others ( 2 ). HS2012 hiện tại: 091011: Spices: ginger, neither crushed nor ground. HS2012 đề xuất: 091099: Spices: n.e.c. in heading no. 0910.","091011: Spices: ginger, neither crushed nor ground",091099: Spices: n.e.c. in heading no. 0910,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,08xxxxx Gia vị,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
233020,Pumpkins,0233020 Pumpkins | Cucurbita maxima,070993,NGỜ,070993;070999,"Pumpkins/squash fit 070993 for Cucurbita, nhưng Annex có winter melon/gourd Benincasa; cần 070999. Nguồn EU/loài: 0233020 Pumpkins | Cucurbita maxima. HS2012 hiện tại: 070993: Vegetables: pumpkins, squash and gourds (Cucurbita spp.), fresh or chilled. HS2012 đề xuất: 070993: Vegetables: pumpkins, squash and gourds (Cucurbita spp.), fresh or chilled | 070999: Vegetables: edible, n.e.c. in chapter 07, fresh or chilled.","070993: Vegetables: pumpkins, squash and gourds (Cucurbita spp.), fresh or chilled","070993: Vegetables: pumpkins, squash and gourds (Cucurbita spp.), fresh or chilled | 070999: Vegetables: edible, n.e.c. in chapter 07, fresh or chilled",https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,02xxxxx Rau,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
639000,(d) any other parts of the plant,0639000 ,,NGỜ,121190,"Other plant parts for herbal infusions có thể là 121190 nhưng cần kiểm loài/form. Nguồn EU/loài: 0639000 . HS2012 hiện tại: (trống). HS2012 đề xuất: 121190: Plants and parts (including seeds and fruits) n.e.c. in heading no. 1211, used primarily in perfumery, pharmacy or for insecticidal, fungicidal purposes: fresh or dried, whether or not cut, crushed or powdered.",(trống),"121190: Plants and parts (including seeds and fruits) n.e.c. in heading no. 1211, used primarily in perfumery, pharmacy or for insecticidal, fungicidal purposes: fresh or dried, whether or not cut, crushed or powdered",https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,06xxxxx Chè/cà phê/hật cacao/thảo mộc,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
162050,Star applescainitos,0162050 Star apples/cainitos | Chrysophyllum cainito,081090,ĐÚNG,,"Mã HS2012 hiện tại hợp lệ và mô tả khớp/đủ gần với sản phẩm Annex hoặc là mã NEC hợp lý trong cùng nhóm. Nguồn EU/loài: 0162050 Star apples/cainitos | Chrysophyllum cainito. HS2012 hiện tại: 081090: Fruit, edible: fruits n.e.c. in heading no. 0801 to 0810, fresh.","081090: Fruit, edible: fruits n.e.c. in heading no. 0801 to 0810, fresh",,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,01xxxxx Trái cây (fresh/frozen) + nuts,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN | REANCHOR 081030->081090: lump về nec đúng nhóm (ngoài-panel)"
161070,Jambulsjambolans,0161070 Jambuls/jambolans | Syzygium cuminii,081090,ĐÚNG,,"Mã HS2012 hiện tại hợp lệ và mô tả khớp/đủ gần với sản phẩm Annex hoặc là mã NEC hợp lý trong cùng nhóm. Nguồn EU/loài: 0161070 Jambuls/jambolans | Syzygium cuminii. HS2012 hiện tại: 081090: Fruit, edible: fruits n.e.c. in heading no. 0801 to 0810, fresh.","081090: Fruit, edible: fruits n.e.c. in heading no. 0801 to 0810, fresh",,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,01xxxxx Trái cây (fresh/frozen) + nuts,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN | REANCHOR 081040->081090: lump về nec đúng nhóm (ngoài-panel)"
212040,Arrowroots,0212040 Arrowroots | Maranta arundinacea,071490,ĐÚNG,,"Mã HS2012 hiện tại hợp lệ và mô tả khớp/đủ gần với sản phẩm Annex hoặc là mã NEC hợp lý trong cùng nhóm. Nguồn EU/loài: 0212040 Arrowroots | Maranta arundinacea. HS2012 hiện tại: 071490: Vegetable roots and tubers: arrowroot, salep, Jerusalem artichokes and similar roots and tubers (not manioc, sweet potatoes, yams, taro or yautia), high starch or inulin content, fresh, chilled, frozen, dried, sliced or not, or in pellet form: sago pith.","071490: Vegetable roots and tubers: arrowroot, salep, Jerusalem artichokes and similar roots and tubers (not manioc, sweet potatoes, yams, taro or yautia), high starch or inulin content, fresh, chilled, frozen, dried, sliced or not, or in pellet form: sago pith",,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,02xxxxx Rau,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
840000,Root and rhizome spices,0840000 Root and rhizome spices,091020,NGỜ,121190;091011;091012;091030;070690;091099,"Root/rhizome spices gồm liquorice, ginger, turmeric, horseradish và others; 091020 là saffron, sai nhóm. Nguồn EU/loài: 0840000 Root and rhizome spices. HS2012 hiện tại: 091020: Spices: saffron. HS2012 đề xuất: 121190: Plants and parts (including seeds and fruits) n.e.c. in heading no. 1211, used primarily in perfumery, pharmacy or for insecticidal, fungicidal purposes: fresh or dried, whether or not cut, crushed or powdered | 091011: Spices: ginger, neither crushed nor ground | 091012: Spices: ginger, crushed or ground | 091030: Spices: turmeric (curcuma) | 070690: Vegetables, root: salad beetroot, salsify, celeric, radishes and similar edible roots, fresh or chilled | 091099: Spices: n.e.c. in heading no. 0910.",091020: Spices: saffron,"121190: Plants and parts (including seeds and fruits) n.e.c. in heading no. 1211, used primarily in perfumery, pharmacy or for insecticidal, fungicidal purposes: fresh or dried, whether or not cut, crushed or powdered | 091011: Spices: ginger, neither crushed nor ground | 091012: Spices: ginger, crushed or ground | 091030: Spices: turmeric (curcuma) | 070690: Vegetables, root: salad beetroot, salsify, celeric, radishes and similar edible roots, fresh or chilled | 091099: Spices: n.e.c. in heading no. 0910",https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,08xxxxx Gia vị,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
110050,Mandarins,0110050 Mandarins | Citrus reticulata ; syn: Citrus deliciosa,080520,ĐÚNG,,"Mã HS2012 hiện tại hợp lệ và mô tả khớp/đủ gần với sản phẩm Annex hoặc là mã NEC hợp lý trong cùng nhóm. Nguồn EU/loài: 0110050 Mandarins | Citrus reticulata ; syn: Citrus deliciosa. HS2012 hiện tại: 080520: Fruit, edible: mandarins (including tangerines and satsumas), clementines, wilkings and similar citrus hybrids, fresh or dried.","080520: Fruit, edible: mandarins (including tangerines and satsumas), clementines, wilkings and similar citrus hybrids, fresh or dried",,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,01xxxxx Trái cây (fresh/frozen) + nuts,Quýt/mandarins
251040,Cresses and other sprouts and shoots,0251040 Cresses and other sprouts and shoots | Lepidium sativum subsp. sativum,070519,SAI,070999,"Cresses/sprouts không phải lettuce Lactuca 070519; dùng vegetables n.e.c. 070999. Nguồn EU/loài: 0251040 Cresses and other sprouts and shoots | Lepidium sativum subsp. sativum. HS2012 hiện tại: 070519: Vegetables: lettuce (lactuca sativa), (other than cabbage lettuce), fresh or chilled. HS2012 đề xuất: 070999: Vegetables: edible, n.e.c. in chapter 07, fresh or chilled.","070519: Vegetables: lettuce (lactuca sativa), (other than cabbage lettuce), fresh or chilled","070999: Vegetables: edible, n.e.c. in chapter 07, fresh or chilled",https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,02xxxxx Rau,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
154040,"Gooseberries (green, red and yellow)","0154040 Gooseberries (green, red and yellow) | Ribes uva-crispa",081030,ĐÚNG,,"Mã HS2012 hiện tại hợp lệ và mô tả khớp/đủ gần với sản phẩm Annex hoặc là mã NEC hợp lý trong cùng nhóm. Nguồn EU/loài: 0154040 Gooseberries (green, red and yellow) | Ribes uva-crispa. HS2012 hiện tại: 081030: Fruit, edible: black, white or red currants and gooseberries, fresh.","081030: Fruit, edible: black, white or red currants and gooseberries, fresh",,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,01xxxxx Trái cây (fresh/frozen) + nuts,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
252030,Chards/beet leaves,0252030 Chards/beet leaves | Beta vulgaris var. flavescens,070999,ĐÚNG,,"Mã HS2012 hiện tại hợp lệ và mô tả khớp/đủ gần với sản phẩm Annex hoặc là mã NEC hợp lý trong cùng nhóm. Nguồn EU/loài: 0252030 Chards/beet leaves | Beta vulgaris var. flavescens. HS2012 hiện tại: 070999: Vegetables: edible, n.e.c. in chapter 07, fresh or chilled.","070999: Vegetables: edible, n.e.c. in chapter 07, fresh or chilled",,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,02xxxxx Rau,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN | REANCHOR 070940->070999: lump về nec đúng nhóm (ngoài-panel)"
810090,Nutmeg,0810090 Nutmeg | Myristica fragrans,090811,NGỜ,090811;090812;091099,"Nutmeg has form split and Annex has annatto/candlenut/wattleseeds/calabash nutmeg; 090811 alone too narrow. Nguồn EU/loài: 0810090 Nutmeg | Myristica fragrans. HS2012 hiện tại: 090811: Spices: nutmeg, neither crushed nor ground. HS2012 đề xuất: 090811: Spices: nutmeg, neither crushed nor ground | 090812: Spices: nutmeg, crushed or ground | 091099: Spices: n.e.c. in heading no. 0910.","090811: Spices: nutmeg, neither crushed nor ground","090811: Spices: nutmeg, neither crushed nor ground | 090812: Spices: nutmeg, crushed or ground | 091099: Spices: n.e.c. in heading no. 0910",https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,08xxxxx Gia vị,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN | HSFIX4 2026-06-29 090921->090811: nutmeg có mã riêng 0908.11 (đang dưới coriander)"
120020,Brazil nuts,0120020 Brazil nuts | Bertholletia excelsa,080121,NGỜ,080121;080122,"Brazil nuts có in-shell/shelled split; current chỉ in-shell. Nguồn EU/loài: 0120020 Brazil nuts | Bertholletia excelsa. HS2012 hiện tại: 080121: Nuts, edible: brazil nuts, fresh or dried, in shell. HS2012 đề xuất: 080121: Nuts, edible: brazil nuts, fresh or dried, in shell | 080122: Nuts, edible: brazil nuts, fresh or dried, shelled.","080121: Nuts, edible: brazil nuts, fresh or dried, in shell","080121: Nuts, edible: brazil nuts, fresh or dried, in shell | 080122: Nuts, edible: brazil nuts, fresh or dried, shelled",https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,01xxxxx Trái cây (fresh/frozen) + nuts,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
231000,(a) Solanaceae and Malvaceae,0231000  | Whole product after removal of stems and (in case of species of genus Physalis ) sepals,070999,NGỜ,070200;070930;070960;070999,"Nhóm Solanaceae/Malvaceae gồm tomatoes, aubergines, peppers, okra và others; 070999 không đủ cho toàn nhóm. Nguồn EU/loài: 0231000  | Whole product after removal of stems and (in case of species of genus Physalis ) sepals. HS2012 hiện tại: 070999: Vegetables: edible, n.e.c. in chapter 07, fresh or chilled. HS2012 đề xuất: 070200: Vegetables: tomatoes, fresh or chilled | 070930: Vegetables: aubergines, (e.g. plants), fresh or chilled | 070960: Vegetables: fruits of the genus capsicum or of the genus pimenta, fresh or chilled | 070999: Vegetables: edible, n.e.c. in chapter 07, fresh or chilled.","070999: Vegetables: edible, n.e.c. in chapter 07, fresh or chilled","070200: Vegetables: tomatoes, fresh or chilled | 070930: Vegetables: aubergines, (e.g. plants), fresh or chilled | 070960: Vegetables: fruits of the genus capsicum or of the genus pimenta, fresh or chilled | 070999: Vegetables: edible, n.e.c. in chapter 07, fresh or chilled",https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,02xxxxx Rau,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN | REANCHOR2 070970->070999: Solanaceae group không phải spinach/mushroom (ngoài-panel)"
150000,Berries and small fruits,0150000 Berries and small fruits,,NGỜ,,Berries/small fruits là heading không có một HS6 đơn. Nguồn EU/loài: 0150000 Berries and small fruits. HS2012 hiện tại: (trống).,(trống),,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,01xxxxx Trái cây (fresh/frozen) + nuts,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
500030,Maize/corn,0500030 Maize/corn | Zea mays,100510,SAI,100510;100590,"Maize/corn không chỉ seed; cần seed 100510 và other 100590. Nguồn EU/loài: 0500030 Maize/corn | Zea mays. HS2012 hiện tại: 100510: Cereals: maize (corn), seed. HS2012 đề xuất: 100510: Cereals: maize (corn), seed | 100590: Cereals: maize (corn), other than seed.","100510: Cereals: maize (corn), seed","100510: Cereals: maize (corn), seed | 100590: Cereals: maize (corn), other than seed",https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,05xxxxx Ngũ cốc,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
810050,Cumin,0810050 Cumin | Cuminum cyminum,090931,NGỜ,090931;090932,"Cumin seeds have whole vs crushed/ground split; 090931 alone incomplete. Nguồn EU/loài: 0810050 Cumin | Cuminum cyminum. HS2012 hiện tại: 090931: Spices: cumin seeds, neither crushed nor ground. HS2012 đề xuất: 090931: Spices: cumin seeds, neither crushed nor ground | 090932: Spices: cumin seeds, crushed or ground.","090931: Spices: cumin seeds, neither crushed nor ground","090931: Spices: cumin seeds, neither crushed nor ground | 090932: Spices: cumin seeds, crushed or ground",https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,08xxxxx Gia vị,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
1020990,Others (2),1020990 Others ( 2 ),,NGỜ,,Dòng đang để trống/loại vì thuộc sản phẩm động vật hoặc ngoài crop scope; nếu concordance toàn Annex I thì cần xây ánh xạ động vật riêng. Nguồn EU/loài: 1020990 Others ( 2 ). HS2012 hiện tại: (trống).,(trống),,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,10xxxxx SP động vật (cạn),"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
213010,Beetroots,0213010 Beetroots | Beta vulgaris var. vulgaris,070690,ĐÚNG,,"Mã HS2012 hiện tại hợp lệ và mô tả khớp/đủ gần với sản phẩm Annex hoặc là mã NEC hợp lý trong cùng nhóm. Nguồn EU/loài: 0213010 Beetroots | Beta vulgaris var. vulgaris. HS2012 hiện tại: 070690: Vegetables, root: salad beetroot, salsify, celeric, radishes and similar edible roots, fresh or chilled.","070690: Vegetables, root: salad beetroot, salsify, celeric, radishes and similar edible roots, fresh or chilled",,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,02xxxxx Rau,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
1012990,Others (2),1012990 Others ( 2 ),,NGỜ,,Dòng đang để trống/loại vì thuộc sản phẩm động vật hoặc ngoài crop scope; nếu concordance toàn Annex I thì cần xây ánh xạ động vật riêng. Nguồn EU/loài: 1012990 Others ( 2 ). HS2012 hiện tại: (trống).,(trống),,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,10xxxxx SP động vật (cạn),"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
213040,Horseradishes,0213040 Horseradishes | Armoracia rusticana,070690,NGỜ,070690;071490;091011;091012;091099;121190,"Horseradishes fit 070690, nhưng Annex có dandelion/gentian/ginger/galangal roots; full code vượt một HS6. Nguồn EU/loài: 0213040 Horseradishes | Armoracia rusticana. HS2012 hiện tại: 070690: Vegetables, root: salad beetroot, salsify, celeric, radishes and similar edible roots, fresh or chilled. HS2012 đề xuất: 070690: Vegetables, root: salad beetroot, salsify, celeric, radishes and similar edible roots, fresh or chilled | 071490: Vegetable roots and tubers: arrowroot, salep, Jerusalem artichokes and similar roots and tubers (not manioc, sweet potatoes, yams, taro or yautia), high starch or inulin content, fresh, chilled, frozen, dried, sliced or not, or in pellet form: sago pith | 091011: Spices: ginger, neither crushed nor ground | 091012: Spices: ginger, crushed or ground | 091099: Spices: n.e.c. in heading no. 0910 | 121190: Plants and parts (including seeds and fruits) n.e.c. in heading no. 1211, used primarily in perfumery, pharmacy or for insecticidal, fungicidal purposes: fresh or dried, whether or not cut, crushed or powdered.","070690: Vegetables, root: salad beetroot, salsify, celeric, radishes and similar edible roots, fresh or chilled","070690: Vegetables, root: salad beetroot, salsify, celeric, radishes and similar edible roots, fresh or chilled | 071490: Vegetable roots and tubers: arrowroot, salep, Jerusalem artichokes and similar roots and tubers (not manioc, sweet potatoes, yams, taro or yautia), high starch or inulin content, fresh, chilled, frozen, dried, sliced or not, or in pellet form: sago pith | 091011: Spices: ginger, neither crushed nor ground | 091012: Spices: ginger, crushed or ground | 091099: Spices: n.e.c. in heading no. 0910 | 121190: Plants and parts (including seeds and fruits) n.e.c. in heading no. 1211, used primarily in perfumery, pharmacy or for insecticidal, fungicidal purposes: fresh or dried, whether or not cut, crushed or powdered",https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,02xxxxx Rau,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
1011000,(a) swine,1011000  | Sus scrofa,,NGỜ,,Dòng đang để trống/loại vì thuộc sản phẩm động vật hoặc ngoài crop scope; nếu concordance toàn Annex I thì cần xây ánh xạ động vật riêng. Nguồn EU/loài: 1011000  | Sus scrofa. HS2012 hiện tại: (trống).,(trống),,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,10xxxxx SP động vật (cạn),"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
270060,Leeks,0270060 Leeks | Allium ampeloprasumampeloprasum Pearl-Onion Group; syn: Allium porrum var. sectivum,070390,ĐÚNG,,"Mã HS2012 hiện tại hợp lệ và mô tả khớp/đủ gần với sản phẩm Annex hoặc là mã NEC hợp lý trong cùng nhóm. Nguồn EU/loài: 0270060 Leeks | Allium ampeloprasumampeloprasum Pearl-Onion Group; syn: Allium porrum var. sectivum. HS2012 hiện tại: 070390: Vegetables, alliaceous: leeks and other kinds n.e.c. in heading no. 0703, fresh or chilled.","070390: Vegetables, alliaceous: leeks and other kinds n.e.c. in heading no. 0703, fresh or chilled",,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,02xxxxx Rau,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
161030,Table olives,0161030 Table olives | Olea europaea,070992,NGỜ,070992;081090,"Table olives fit 070992, nhưng Annex có Chinese olives/desert dates; có thể cần 081090. Nguồn EU/loài: 0161030 Table olives | Olea europaea. HS2012 hiện tại: 070992: Vegetables: olives, fresh or chilled. HS2012 đề xuất: 070992: Vegetables: olives, fresh or chilled | 081090: Fruit, edible: fruits n.e.c. in heading no. 0801 to 0810, fresh.","070992: Vegetables: olives, fresh or chilled","070992: Vegetables: olives, fresh or chilled | 081090: Fruit, edible: fruits n.e.c. in heading no. 0801 to 0810, fresh",https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,01xxxxx Trái cây (fresh/frozen) + nuts,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN | REANCHOR 081010->070992: lump về nec đúng nhóm (ngoài-panel)"
1017000,(g) other farmed terrestrial animals,1017000 ,,NGỜ,,Dòng đang để trống/loại vì thuộc sản phẩm động vật hoặc ngoài crop scope; nếu concordance toàn Annex I thì cần xây ánh xạ động vật riêng. Nguồn EU/loài: 1017000 . HS2012 hiện tại: (trống).,(trống),,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,10xxxxx SP động vật (cạn),"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
1011010,Muscle,1011010 Muscle,,NGỜ,,Dòng đang để trống/loại vì thuộc sản phẩm động vật hoặc ngoài crop scope; nếu concordance toàn Annex I thì cần xây ánh xạ động vật riêng. Nguồn EU/loài: 1011010 Muscle. HS2012 hiện tại: (trống).,(trống),,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,10xxxxx SP động vật (cạn),"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
